gene,rna_baseMean,rna_log2FC,rna_padj
Hpca,11235.27569,-1.391007267,9.68E-23
S100pbp,1279.237951,0.413826802,0.006853701
Yars,964.2041102,-0.177934762,0.222381116
Sync,64.78731952,0.051947625,0.87554653
Zbtb8a,16.84159338,0.490101306,0.282364557
LOC100360940,2.192027258,0.090530973,8.57E-01
Zbtb8b,63.62339859,-0.178727881,0.568564821
Bsdc1,763.0176005,0.07871398,0.636932363
Marcksl1,10.02553623,0.17763034,0.738195043
Lck,48.46660119,-0.423968231,0.18726133
Eif3i,954.6474414,-0.500056323,5.39E-04
Tmem234,68.59305448,-0.034097451,0.92110608
Ccdc28b,233.5359141,0.562869243,0.003946988
Kpna6,2112.281629,0.366905356,0.006918441
Khdrbs1,1015.158617,-0.337394784,2.60E-02
Spocd1,4.380605472,0.801457658,0.111983923
Adgrb2,8147.361297,-0.237378398,1.21E-01
Pef1,397.8660516,-0.209849041,2.57E-01
Hcrtr1,12.56084467,0.122615827,0.813997013
Serinc2,31.7007722,-1.54729489,1.31E-04
Fabp3,276.2079208,-0.690915892,1.51E-04
Zcchc17,982.0228917,-0.240729728,0.094784639
Snrnp40,417.941488,-0.291206981,0.075233811
Sdc3,425.2559235,-0.125561525,0.578861216
Mecr,184.1089907,-0.275871495,1.93E-01
Srsf4,361.9975948,-0.174434049,0.343736431
Ythdf2,1377.836877,-0.733242723,1.30E-08
Gmeb1,315.7945593,-0.568392554,8.80E-04
Rcc1,51.64136011,0.651002319,0.0407179
Med18,85.5585981,-0.409184074,0.122938746
Atpif1,1627.37379,-0.249442853,0.091525939
Smpdl3b,442.8605675,-1.675727443,4.15E-19
Ppp1r8,492.53563,-0.684833064,5.84E-06
Stx12,1970.220722,-0.344743312,0.006347114
Gpr3,8.913928873,-0.258856394,6.16E-01
Cd164l2,13.38703914,0.128228618,0.795092581
Tmem222,267.4263752,-0.322667853,0.102368165
Slc9a1,335.038367,-0.51279341,0.004253
Trnp1,12.21939789,0.484652044,0.336607344
Nudc,93.77570952,-0.477402753,0.064820262
Gpn2,113.7028237,-0.432987366,0.070348769
Dhdds,482.5979685,-0.57591192,2.01E-04
Ubxn11,196.9533057,-0.076574073,0.765621123
Zfp593,42.1759917,-0.261609913,0.473523201
Fam110d,7.094243267,0.500879872,0.326196076
Pdik1l,262.1940819,-0.492893967,0.007881702
Extl1,441.5108014,-0.95736101,9.72E-07
Stmn1,1904.005164,0.374654928,3.47E-03
Mtfr1l,970.8552915,0.210155198,0.158180449
Tmem57,1376.743125,-0.551812871,1.88E-05
Rsrp1,1200.765864,-0.88907152,1.01E-10
Nipal3,394.7167632,-0.37808791,3.84E-02
Gale,85.43379225,-0.281030935,0.323889677
Lypla2,404.3825425,-0.842256368,1.03E-05
Pithd1,1427.13344,-0.68254656,3.01E-07
Zfp46,606.5947627,-0.796706639,6.19E-08
Hnrnpr,375.0607832,-0.669781905,8.41E-05
Luzp1,1799.243795,-1.254738741,3.44E-19
Wnt4,225.923454,-1.258691912,2.27E-08
Cela3b,1.912635844,0.432171301,3.35E-01
Rap1gap,1561.881115,-0.532718671,6.19E-05
Hp1bp3,3612.308023,-0.4639831,1.71E-04
Sh2d5,245.9588066,0.339311937,0.149779064
Fam43b,28.82754871,-0.572659204,0.203691282
Mul1,164.2579622,-0.229726651,0.329657295
Camk2n1,630.7482758,0.670098152,3.64E-06
LOC108351048,9.273003348,-0.042354012,0.936808878
Pla2g2c,15.55431829,1.556286726,0.001405697
Pla2g2d,3.022943476,0.31979965,0.522258829
Otud3,124.175358,0.486726164,0.035196773
Htr6,14.54809718,-0.832157635,0.080085083
Mrto4,314.8033864,-0.30652213,8.28E-02
Emc1,1308.573705,-0.380778627,0.003779314
Padi3,2.773157238,0.23046665,0.64155021
Sdhb,1885.29952,-0.138017559,3.14E-01
Mfap2,7.102793467,0.920597906,7.35E-02
Fbxo42,496.7974831,0.022144091,9.06E-01
Rsg1,4.72736043,0.051682871,0.927148132
Fam131c,15.81933902,-0.095312137,0.847153272
Clcnkb,4.018168569,0.353916403,0.490398865
RGD1566083,44.08787638,2.050535663,7.07E-08
Zbtb17,243.9865835,-0.05140479,8.24E-01
Tmem82,1.89192653,0.162318815,0.738195043
Plekhm2,1193.196306,0.483485715,4.99E-04
Ddi2,1191.328593,-0.335453407,1.30E-02
Dnajc16,917.4563553,-1.001698258,2.00E-12
Pramef8,186.9118835,-0.237131133,2.64E-01
RGD1561413,17.97543591,-0.433256881,0.330417599
LOC691280,815.7473576,-0.394370693,0.020108076
Mfn2,160.5745993,-0.372916183,0.089364323
Nppa,28.62582113,-1.446216224,3.97E-04
Clcn6,1043.628729,-0.11711537,0.437927186
Fbxo44,890.1972634,0.307365126,0.047610147
Disp3,202.5943583,2.8089567,4.21E-36
Ubiad1,95.54735618,-0.225277812,0.40155552
Exosc10,724.5722878,-0.060135218,0.724299477
Tardbp,2186.457057,-0.574479858,3.69E-05
LOC691354,2.099754019,0.565418302,0.199471564
Dffa,122.5536033,-0.334513493,1.70E-01
Apitd1,177.5077178,-0.473597494,0.023489656
Tmem201,142.2686837,-0.190778388,0.466849583
Eno1,3291.50311,0.315221005,0.017102914
Slc45a1,500.2726279,-0.327462417,9.19E-02
Errfi1,408.8546645,-0.46782653,0.003886001
Park7,1818.145888,-0.213555853,1.10E-01
LOC100362830,26.27725297,0.667828382,0.085547798
Dnajc11,1130.980308,-0.396595688,0.004106188
Thap3,82.53406024,0.058971672,0.84930904
Klhl21,72.74255892,-0.178135098,0.572636938
Zbtb48,117.3555987,-0.289541341,0.291635385
Plekhg5,1534.845009,-0.796415169,5.66E-08
Tnfrsf25,9.167417487,-0.772184573,0.121805572
Acot7,1198.598007,-0.630646803,1.00E-05
Rnf207,5.148890269,0.354081703,0.491065688
Chd5,4200.943493,0.258772876,0.058323439
RGD1304567,234.8168313,-0.731687134,7.04E-05
Dffb,29.21045783,-0.645240684,0.094628606
Cep104,1348.001098,0.409178452,0.002161807
Lrrc47,390.761806,-0.475664046,0.003942345
Ccdc27,22.98508599,-1.16708158,8.63E-03
Tprg1l,1372.119273,-0.054409995,7.40E-01
Ttc34,8.061400861,-0.34623792,0.498152359
Mmel1,57.90679455,0.761642948,0.01111348
Fam213b,312.0809817,-0.244734498,0.20933758
Pank4,434.5906307,-0.807243453,2.96E-07
Plch2,972.5534109,-0.018936009,0.915028127
Pex10,76.09770859,-0.378963271,0.18240732
Rer1,1619.546399,-0.276884168,4.29E-02
Faap20,66.45496281,-0.127465815,0.685791138
Gabrd,208.4239258,-0.315764955,0.122629335
Gnb1,7101.495315,-0.098797332,0.454196621
Slc35e2b,842.0768182,-0.374487963,7.53E-03
Cdk11b,1157.494074,-0.592673181,2.38E-05
Mib2,916.8311826,-0.267400676,1.14E-01
Fndc10,5.212729444,-0.658303375,0.186055592
Ssu72,1565.168678,-0.614562837,1.43E-06
Tmem240,88.48163175,-0.827420124,6.60E-03
Atad3a,258.5684178,-0.321617077,0.10648066
Mrpl20,893.1065136,-0.795101449,5.56E-09
Ccnl2,433.4174813,-0.629331986,1.76E-04
Aurkaip1,864.553442,-0.129929587,0.416352795
Dvl1,477.7820327,0.705354195,6.38E-05
Cptp,220.0081379,-0.426346327,0.025847252
Cpsf3l,411.389026,-0.231355127,0.186787551
Pusl1,185.7213094,0.886304742,4.04E-05
Acap3,1647.888565,-0.099410143,5.03E-01
Ube2j2,950.3775376,-0.542764005,9.27E-05
B3galt6,55.57839928,-0.272838515,4.03E-01
RGD1311517,111.1671589,-0.802445254,6.89E-04
Agrn,1430.208462,-0.423215252,6.75E-03
Perm1,4.363029124,0.899638753,0.073600446
Plekhn1,34.63460125,-0.003343178,9.94E-01
Klhl17,92.910561,-0.585764691,0.037553292
Camkmt,242.7091535,-0.630629446,5.68E-04
Atl1,5463.495327,-1.536233284,3.42E-36
Sos1,2335.857858,-0.521036485,5.33E-04
Nrxn1,11424.17502,0.094099535,0.510200456
Birc6,11885.19301,-0.50007597,4.82E-05
Slc4a1ap,1593.796275,-1.140072505,3.24E-19
Klhl29,450.8495084,0.264251681,0.108401727
Mboat2,2140.632292,0.194153471,1.71E-01
Sntg2,97.15668602,-0.676346493,0.009100869
Snx13,4560.809644,-0.226043831,0.155059221
Dgkb,6953.651667,-1.175249834,9.84E-22
RGD1560556,101.8999271,0.409311448,1.06E-01
Pcnx4,3777.085999,-1.03212521,1.69E-18
Dhrs7,8.170063844,0.067298058,9.01E-01
Ppp2r5e,1846.037612,-0.519195246,2.57E-04
Gphn,2339.211888,-0.494687253,1.24E-04
Gpatch2l,286.6906664,-0.298064817,0.10187517
Nrxn3,3045.39431,-0.246889702,5.97E-02
Flrt2,1508.603145,-1.056854507,2.39E-17
Ahnak2,44.05528276,0.177018307,6.22E-01
Ptprn2,5150.332236,-0.940929193,4.47E-14
Strn,2130.432348,-0.118609989,4.12E-01
Rmdn2,212.5706326,0.185885528,4.04E-01
Srsf7,729.9085943,-0.750520815,7.60E-08
Arhgef33,2.259415181,0.376961128,4.30E-01
Map4k3,3711.703762,-1.029520768,6.27E-18
Tmem178a,399.6719797,-1.379998224,4.43E-17
Slc8a1,16751.43033,-0.731424076,5.86E-11
Mta3,959.7673661,-0.152755461,0.322386225
Lrpprc,4274.708087,-0.594613264,1.59E-06
Ppm1b,4274.112057,-0.424890763,6.67E-04
Prkce,5673.293415,-0.710249303,1.29E-09
Eif3h,81.34763494,-0.230613613,0.413681699
Msh2,809.3789963,-0.27520484,0.068043993
Kcnk12,24.57807949,-0.998675344,0.024238015
Fbxo11,2159.59754,-0.836984103,1.45E-08
Ppp1r21,1348.303136,-0.45326894,4.72E-04
Crnkl1,28.61899203,-0.120988264,7.69E-01
Ttc27,608.9426702,-0.376062445,0.01229619
Wdr43,848.9494821,-0.379517133,1.44E-02
Lclat1,586.296053,-0.601141468,2.51E-04
Srd5a2,2.375504355,0.312813519,0.508579287
Plb1,8.270447789,0.124985512,0.814519245
Bre,824.3648201,-0.575527633,5.29E-05
LOC102556504,13.72079292,-1.106105548,0.02256985
Trim54,11.53723021,-1.026044142,4.15E-02
Dpysl5,86.51828345,-0.180387568,5.39E-01
Otof,107.4300172,-0.483555946,0.062583282
Kif3c,2959.36552,-0.535444389,1.29E-05
Dtnb,1486.644293,0.490488068,6.95E-04
Efr3b,1577.243683,0.257969258,0.056839907
Adcy3,1103.904508,-1.104189212,2.59E-16
Ncoa1,9081.969789,-0.448516437,1.38E-04
LOC108348366,77.76662899,0.803304259,0.00482026
Ldah,893.7505646,-0.613166902,6.64E-06
Pum2,9757.811619,0.411743403,4.04E-03
Smc6,4456.087561,-0.769991557,1.05E-07
Vsnl1,4573.109867,-0.902116807,7.50E-15
Fam49a,4371.58328,-1.22E+00,2.46E-21
Trib2,306.4180065,0.974571863,1.39E-08
Nol10,567.4347198,-0.665538907,4.27E-05
Asap2,2102.519466,-0.594359641,1.92E-06
Taf1b,412.1392183,-0.900435203,2.10E-08
Grhl1,444.7050928,-1.565276329,2.19E-21
Kidins220,12990.71213,-0.363483361,2.49E-03
Allc,19.25839913,-1.301037931,0.004620163
Trappc12,1412.791083,-0.898430866,1.47E-12
Tssc1,596.1396894,-0.727423831,8.49E-06
Myt1l,5310.089748,-0.976414002,1.55E-16
Lamb1,1176.884603,-1.244113856,1.64E-20
Atxn7l1,233.1499685,-0.593053149,0.001492995
Hdac9,2164.882043,-0.872481565,1.47E-12
Ispd,211.5318853,0.147826874,4.98E-01
Zfp277,409.5888619,-0.396718366,0.023960904
Dock4,12565.80467,-1.057277483,3.38E-21
Immp2l,53.22559346,-0.967884728,1.92E-03
Pnpla8,9878.537969,0.089057747,5.96E-01
Nrcam,23461.93178,-0.913850675,6.99E-16
Stxbp6,279.9661389,0.550624647,1.93E-03
Nova1,533.0115433,-0.215159251,0.177314765
Ap4s1,418.4551785,-0.294790568,9.02E-02
Nubpl,202.8126954,0.271493347,0.207500246
Akap6,7966.298226,-0.902120409,2.26E-15
Cfl2,969.6025839,-0.154259405,4.03E-01
Srp54a,2354.059831,-0.505624841,3.49E-04
Brms1l,502.5344795,-1.015523283,2.07E-08
Sec23a,5151.474492,-0.808647887,4.06E-12
Lrfn5,3056.187168,-1.329973333,1.56E-26
Fam179b,4123.672434,-0.942498387,1.43E-12
Klhdc2,3774.024096,-0.76139322,3.21E-09
Nemf,1001.445496,-0.559675294,2.45E-04
Vcpkmt,713.3027181,-0.728565427,2.94E-06
Map4k5,2164.644022,-0.42022922,8.99E-04
Trim9,2493.773409,-0.640608736,1.81E-07
LOC690035,644.3317986,-0.563604486,9.50E-05
Ccdc175,1.993928729,-0.189559137,6.73E-01
Rtn1,8007.697879,-0.949724546,1.58E-15
Mnat1,758.9022316,-0.676161458,4.81E-06
Syt16,1135.192763,-1.065091969,4.23E-15
Kcnh5,163.6085474,-0.640180154,0.003018656
Sptb,2387.946424,-0.112162892,4.37E-01
Fut8,2504.168568,-0.374199049,9.49E-03
Rdh11,699.0881908,0.142038554,0.405174789
Dcaf5,1218.419547,0.141156747,0.33237815
Galnt16,1993.897771,-1.515391246,4.24E-29
Slc8a3,272.1651356,0.698780016,1.26E-04
Synj2bp,179.735439,-0.281805108,1.89E-01
Ttc9,498.3974822,-0.59518652,8.62E-05
Map3k9,534.0860117,0.361938306,2.76E-02
Pcnx1,6840.096468,-0.277869658,0.022543568
Dnal1,1441.276011,0.535902662,1.30E-04
Bbof1,222.2729179,-0.635185462,2.18E-03
Syndig1l,40.79454336,0.737039186,4.46E-02
Arel1,5122.524958,-1.059563976,2.06E-19
Esrrb,4.610283727,-0.073652938,8.94E-01
Vash1,319.3680137,0.551374598,0.002457817
Vipas39,1117.91898,-0.531633758,6.91E-05
Sptlc2,973.1673272,-0.310176577,2.99E-02
Adck1,288.8272742,-0.504223466,0.005687339
Tshr,37.10709691,-0.814996702,0.022407132
Kcnk10,105.4410211,0.42750121,8.04E-02
Ttc8,326.7057807,-0.486408746,0.00484607
Psmc1,3906.742131,-0.340270314,5.22E-03
Ttc7b,4386.993851,0.264654953,3.09E-02
Ccdc88c,214.7885813,1.319804324,1.66E-11
Catsperb,4.618255983,0.353825673,0.491591139
Itpk1,435.5645353,0.263166064,0.137302224
Ppp4r4,2019.568823,-1.207408937,9.16E-22
Papola,3041.840473,-0.2617223,0.065812237
Vrk1,342.8390446,-0.106882148,0.593648074
Bcl11b,945.4630248,-0.45832184,1.34E-03
Cyp46a1,2010.800091,-0.684975985,3.89E-08
Evl,1068.844194,0.315604308,0.032300522
Wars,1060.343121,-0.399674241,0.002974471
Wdr25,47.06691497,-0.238516048,4.78E-01
Ppp2r5c,8254.168521,-0.155847603,0.295042467
Tecpr2,1308.565924,-0.284798744,0.036529308
Mark3,4783.468022,0.125924965,3.91E-01
Ppp1r13b,1514.344115,0.271865925,0.047093047
Esyt2,1486.780238,-0.389711419,0.003375459
Rapgef5,3708.284667,-0.971791023,7.52E-17
Sp4,841.6285002,-0.278722842,7.57E-02
Gpatch11,384.7191321,-0.116279804,0.524319065
Sult6b1,2.904983183,0.37455274,0.443346547
LOC103692531,267.0326497,-0.602697342,0.001925471
Cebpz,1862.853225,-0.402016873,0.003417795
Ndufaf7,746.5832632,-0.417072343,3.24E-03
Cdc42ep3,183.2148032,-0.718787673,4.05E-04
Atl2,1385.093487,0.012934153,0.944928048
Hnrnpll,1769.813771,-0.859608508,9.17E-10
Gemin6,185.4936639,-1.014642735,8.13E-07
Dhx57,1610.557844,-0.63140683,7.57E-07
Cdkl4,175.9201865,-1.063015314,1.98E-07
Thumpd2,125.3879756,-0.165447912,0.514195868
Cox7a2l,1663.731292,-0.119656371,4.00E-01
Dync2li1,521.1915882,-0.721139535,2.68E-06
Abcg5,7.753977449,0.316918883,5.32E-01
Slc3a1,2.148154552,-0.156251981,0.756305547
Prepl,8648.60732,-0.910847402,1.09E-15
Atp6v1e2,3.502036477,0.458960554,0.360056851
Pigf,298.7722547,-0.358711035,5.38E-02
Cript,756.7077302,-0.10652664,0.514484449
Socs5,1420.82912,0.029510915,8.49E-01
Calm2,14268.71137,-1.537753377,1.02E-38
Epcam,22.60070651,-2.580835581,1.53E-07
LOC100909597,1380.42681,-0.519648242,5.04E-04
Uap1l2,3.475284571,-0.068775373,8.99E-01
Alkbh8,942.7425473,-0.083914429,6.29E-01
Fam98a,505.4603332,-0.300937639,0.075483078
Yipf4,677.2193652,-0.681326893,4.92E-05
Slc30a6,343.1818745,-0.673321312,7.19E-05
Spast,1913.858986,-0.586794529,1.23E-05
Dpy30,376.1568611,-0.310861362,0.067829783
Memo1,964.741185,0.031826011,8.70E-01
Spdya,244.9156159,-1.075709875,3.37E-08
Ppp1cb,6780.02375,-0.698283015,1.86E-06
LOC108351182,2.814061964,0.047106961,0.929061561
Ypel5,1290.95055,-0.713562834,3.63E-08
Ehd3,1804.625876,-0.502692808,2.36E-04
Fosl2,113.240467,0.123005225,0.672025415
Mrpl33,486.8309854,-0.460823902,0.005025536
Supt7l,195.6515569,-0.612092575,1.79E-03
Gpn1,627.9581064,-0.486005406,9.59E-04
Zfp512,1060.520709,-0.726677691,3.34E-08
Gckr,2.842753993,-0.291706944,0.558578044
Nrbp1,1826.858422,-0.63164778,3.81E-07
Ppm1g,951.0775783,-0.449002754,0.001105594
Snx17,908.9510372,-0.137697815,0.37253091
Eif2b4,558.0716994,-0.311596684,0.042344929
Gtf3c2,623.7068935,-0.016654308,0.927148132
Slc30a3,890.2531566,-0.743890457,0.037269305
Atraid,524.7168129,0.414694798,0.008330266
Slc5a6,437.5976988,0.469476698,0.00352252
Preb,512.5583509,0.183685333,2.92E-01
Abhd1,211.4971539,0.880528643,5.76E-06
Cgref1,488.7657622,-0.822105465,2.92E-06
Khk,41.69885125,0.259977503,0.467162268
Agbl5,130.1133296,-0.005291462,0.985699816
Mapre3,1154.903447,-0.870259194,3.35E-11
Kcnk3,5.811305132,-0.258850295,0.620205912
Seli,1039.229751,-0.585729558,1.54E-05
Hadha,2794.256655,0.320648862,0.009949343
Garem2,153.3724835,1.996677344,1.61E-17
Rab10,3096.816538,0.120140585,0.449759003
RGD1565766,5.950453758,-0.45602108,0.372584193
Pomc,4.993544283,0.617828848,0.21945107
Dnajc27,2278.163143,0.32989062,1.22E-02
Ptrhd1,72.42521032,-0.519498395,6.46E-02
Ubxn2a,232.7525497,0.634488285,0.002489245
Wdcp,126.1489172,-0.815185203,3.85E-04
Fkbp1b,631.6681281,-1.530896784,3.00E-26
Tdrd15,5.140968282,0.011215462,0.985512239
Rhob,750.9433992,-0.523139983,0.005229122
Wdr35,1583.585899,-0.156313124,0.272635708
LOC689955,6.240019202,-0.252613142,0.628306513
Rdh14,744.7620881,-0.77080534,2.25E-07
Kcns3,345.6774661,-0.980777978,1.74E-08
Rad51ap2,3.985033182,-0.544886141,0.275106536
Mycn,39.29035436,-0.074559633,0.85488924
Ddx1,5061.969646,-0.738587867,7.28E-10
Fam84a,219.9448211,-0.720087959,1.86E-03
Kcnf1,126.3862891,-1.390543949,5.65E-09
Hpcal1,44.43018328,0.621393689,6.84E-02
Ywhaq,5374.279742,-0.713867678,9.92E-10
Cys1,2.186621046,-0.347789136,0.430134318
Sox11,17.29940222,0.630804268,0.174781452
Colec11,16.43417112,0.386013655,0.391857708
Fam150b,16.88936937,-0.881055718,0.048103743
Acp1,501.0787533,-0.422432676,0.007365098
Sh3yl1,114.2670645,-0.152712036,0.58003574
Dld,4230.784014,-0.555396634,1.52E-05
Cbll1,359.5987415,-0.834708644,8.02E-07
Slc26a4,108.7527056,-1.895032816,1.85E-11
Bcap29,707.2715793,-0.9876538,5.91E-10
Dus4l,105.5536889,-0.517008815,0.038646874
Gpr22,6073.486326,-2.204290176,2.46E-51
Prkar2b,663.3819513,-0.410550638,0.009476125
Ccdc71l,7.561985285,-0.161211238,0.765270711
Twistnb,274.2210257,-0.71759919,5.60E-05
Twist1,5.744441217,-1.155625206,0.023439517
Tspan13,4557.952646,-1.828939623,1.61E-45
Bzw2,1685.210855,-1.050241052,1.94E-17
Ankmy2,1807.924957,-0.562824161,6.45E-06
Meox2,15.59524602,-1.78661604,3.35E-04
Etv1,1843.83592,-0.990828356,8.16E-16
Ifrd1,1889.732768,-0.821444353,1.57E-10
Lrrn3,3989.898911,-1.701526622,8.63E-44
Ndufa10l1,70.51218374,-0.348080895,0.230568245
Dnajb9,1057.695541,-0.135641827,0.448210437
LOC100911871,8.546952233,0.838284191,0.102677444
Foxg1,388.9261015,-0.462440874,0.008646573
Scfd1,1803.66618,-0.504554217,2.77E-04
Strn3,3421.784321,-0.375317688,0.008472913
Hectd1,10029.23273,-0.557344985,6.49E-06
Dtd2,102.4993812,0.069112062,0.806672213
Rps10l1,5.829914376,0.346678047,0.500739315
Eapp,1718.749311,-0.178183596,0.254719305
RGD1304624,126.6060881,0.364886706,0.119405391
Fam177a1,445.9592318,0.203930406,0.253824076
Aldoart2,2.283307792,-0.125277803,0.806341942
Mbip,304.2018757,-0.186197651,0.352768175
Sstr1,75.41306062,-0.865246099,0.002736195
Gemin2,223.3178068,-0.114256326,0.607253713
Trappc6b,1269.316978,-0.813060081,1.96E-07
Pnn,1464.369909,-0.341649926,0.022294937
Fbxo33,667.8334214,-0.72290073,4.05E-07
Timm17al1,48.18669625,-0.333483972,0.334780982
RGD1307621,218.5189651,-0.014683271,0.951857727
Prpf39,777.7811145,-0.412871636,0.016236407
Fkbp3,4644.853755,-1.017532318,1.85E-14
Klhdc1,404.5620641,-0.638598148,1.74E-04
L2hgdh,253.5438277,-0.239334866,0.222287416
Atp5s,320.0221061,-0.326938904,0.074257007
Cdkl1,498.0840633,-1.512965609,5.22E-20
Tmx1,1934.092326,-0.600673953,8.45E-06
Actr10,2776.190726,-0.553077694,1.61E-05
Psma3,1558.416361,-0.690631444,4.97E-07
Arid4a,1652.375437,-1.218105868,7.39E-17
Timm9,306.2067264,-0.772572605,1.96E-05
Dact1,50.85367466,1.029234318,0.001108144
Ppm1a,2957.548759,-0.397977755,0.003678952
Gpr135,57.92012517,-1.118042892,9.82E-04
Jkamp,1111.30892,-0.670971261,4.07E-07
Six4,5.625448587,-0.349329993,0.498152359
Trmt5,403.1095838,-1.034444596,3.40E-10
Snapc1,324.9715372,0.095575893,6.38E-01
Wdr89,115.3417604,-0.344640423,0.154927684
Esr2,4.798360417,0.339948946,0.510344476
Tex21,2.443474693,-0.008630154,0.987908474
Mthfd1,859.2381222,0.412575666,0.003255064
Akap5,3633.891697,-1.844925092,8.04E-49
Zbtb25,231.7874311,-0.175258679,0.397398445
Hspa2,269.0118823,-0.2460351,0.194243562
Rab15,1702.812007,0.143249425,0.316867364
Fntb,274.2819914,-0.256832143,0.1736742
Fam71d,2.928208054,0.342311829,0.494242673
Atp6v1d,5083.136617,-0.994799373,3.02E-17
Eif2s1,1818.159828,-0.742978316,7.00E-08
Plek2,3.108812384,-0.602654738,0.209847902
Tmem229b,237.6566233,-0.129265287,0.539226505
Arg2,171.2911247,-1.392258902,2.14E-11
Vti1b,1462.592158,-0.244793823,0.065478995
Rdh12,8.250898595,-0.33271606,0.514359524
LOC500684,5.681030705,-0.416656006,0.416741517
LOC108351267,4.032316271,0.025226674,0.964844682
Exd2,1858.99647,-0.375445129,0.004474702
Erh,1144.922061,-0.453717525,0.001815323
Slc39a9,419.0414787,-0.236061528,0.155144746
Plekhd1,200.5422731,1.718748155,1.38E-17
Ccdc177,24.51521324,-0.303398034,0.492352543
Srsf5,3163.676477,-0.713137075,1.09E-08
Adam4l1,26.56099524,-0.277454139,0.497086893
Adam4,21.9767079,0.402382148,0.335898524
Cox16,285.0770433,0.079833413,0.705378388
Med6,450.2469136,-0.875544085,1.74E-07
Rbm25,201.8007957,-0.913244971,3.12E-05
Papln,11.28799271,-0.267014782,0.590129054
Heatr4,62.53481867,-0.206262235,0.502406865
RGD1307704,215.8616644,-0.839647923,9.55E-06
Acot4,85.50064587,-1.259192792,5.88E-06
Acot3,123.4821646,-0.173879422,4.97E-01
Acot5,6.164877593,-0.251270655,6.31E-01
Pnma1,109.3273918,-1.869778157,1.20E-12
Coq6,361.0478127,-0.276934389,0.147204882
Rnf113a2,127.2323694,-0.356658224,0.125429031
Lin52,231.7045429,0.639385554,7.73E-04
Vsx2,2.474706658,0.468457426,0.314574046
Isca2,139.7813367,-0.079205074,0.751479729
Dlst,1264.407114,-0.333193286,1.37E-02
Rps6kl1,187.2535889,-1.035667316,5.06E-06
Eif2b2,470.2107079,-0.274696386,0.092331452
Acyp1,253.068778,-0.660903713,3.00E-04
Zc2hc1c,36.57928103,-1.154125377,0.00169214
Fos,46.92253875,0.034610782,0.927837234
RGD1310769,423.007116,-0.59908855,1.42E-04
Angel1,80.79301216,-0.083383713,0.790948851
Irf2bpl,370.2938222,-0.356569385,0.045283215
Cipc,455.7532461,-0.166696348,0.366767382
Tmem63c,922.0515825,-0.664463072,1.11E-06
Ngb,20.32873992,1.230019831,5.82E-03
Gstz1,258.4880472,0.600969646,0.001305828
Tmed8,266.676801,-0.36737077,0.04503469
Samd15,149.3698206,-0.670969698,0.004221944
Noxred1,3.396043637,0.16550561,0.754533695
Ahsa1,2390.912993,-0.835315836,4.25E-12
Ism2,12.53085176,0.328663105,0.495536929
Alkbh1,234.0263921,-0.339241843,0.083100308
Slirp,625.8476916,-0.602771756,1.07E-04
Snw1,1137.793945,-0.686209189,7.16E-07
