gene,ribo_baseMean,ribo_log2FC,ribo_padj
Eif2b1,196.3620885,0.344523069,0.068272809
Ddx55,81.1113657,-0.080537137,0.776805212
Rilpl1,251.8764326,-0.004868043,0.981554536
Snrnp35,184.0314145,-0.085382986,0.702652581
LOC108348169,10.2800946,0.04166031,0.935137174
Arl6ip4,141.7850642,-0.806950276,1.35E-04
Ogfod2,59.85097622,-0.351683151,0.212867741
Abcb9,423.5723711,-0.635649691,2.46E-05
Hip1r,559.4489086,0.67758927,1.56E-06
Denr,231.3253961,-0.560213622,0.001725577
Niacr1,8.659014529,1.443288246,0.009705708
Rsrc2,408.2562255,-0.410111129,0.009245174
Vps33a,352.8204091,-0.307807172,0.047807941
B3gnt4,4.95465528,-0.034637954,0.950294798
Lrrc43,11.21249677,-0.899456386,0.069982061
LOC100359816,232.7290145,-0.087615472,0.662756653
Rhof,237.0204405,-0.87275893,8.38E-07
Tmem120b,67.25039022,-0.526017777,0.071058636
Rnf34,323.1285207,-0.294611883,0.066192647
Anapc5,915.5196764,0.239065631,0.055025023
Camkk2,853.8838503,-0.164276597,0.217887258
Anapc7,439.6126929,-0.274267987,0.063956475
Gpn3,236.1229716,-0.563360578,0.001089843
Fam216a,272.6051493,-0.160683517,0.369580485
Vps29,2169.094616,-0.99609819,1.18E-17
Ppp1cc,1986.831872,-0.59972806,5.24E-09
Fam109a,46.40369861,-0.140091068,0.668553299
Atxn2,1166.282848,-0.188887556,0.121580248
Brap,300.3215034,-0.308275672,0.062547436
Mapkapk5,91.86409739,-0.23087194,0.354033307
Tmem116,10.96123551,0.488216392,0.284065168
Rph3a,1349.480751,1.269715329,5.11E-29
Dtx1,321.1583717,-0.11096979,0.538848642
Rita1,98.66586197,-0.275063706,0.278875728
Sds,12.13193951,1.324074932,0.010196429
RGD1562310,83.70606719,0.027510141,0.927794631
Rnft2,488.4413959,-0.516147873,5.93E-04
Hrk,14.83214814,0.065382534,0.889558369
Fbxw8,366.1753381,0.464136141,0.001866869
Fbxo21,1124.377149,-0.286157239,0.014740165
Rfc5,161.2245758,-0.52655202,0.008871856
Pebp1,3493.706232,0.00934533,0.944717731
Rab35,532.1043974,-0.329451593,0.023106043
Gcn1l1,1076.152389,-0.061406883,0.661383371
Sirt4,27.36157898,-0.010974854,0.978254511
Gatc,64.88650825,0.147681497,0.611979163
Dynll1,1953.750117,-1.015409126,1.13E-20
Coq5,197.5384593,0.011912452,0.95890428
Rnf10,693.1481991,0.897532146,1.03E-11
Pop5,182.0002911,-0.709973945,3.24E-04
RGD1311899,1506.295356,-0.717721155,3.40E-10
RGD1560398,211.5034203,-0.768137559,4.26E-05
Fam222a,27.45443377,0.685904697,0.066665201
Mvk,206.13978,0.57710692,0.001937795
Mmab,39.41586689,0.816535076,0.019651215
Kctd10,262.5801918,0.053886564,0.789824275
LOC108352465,2.09556639,-0.386575208,0.40523988
Alkbh2,105.4022799,-0.938346678,8.84E-05
Usp30,364.5630908,-0.119512429,0.497710021
Svop,1176.348475,-0.913846823,3.30E-13
Iscu,543.7480554,-0.097597514,0.531442255
Sart3,321.8151731,-0.659823122,2.22E-05
Ficd,210.0079978,-0.209843799,0.273979577
Wscd2,322.9860356,-1.091090972,9.07E-09
Sgsm1,627.6469502,-0.54313387,2.78E-05
Asphd2,244.0524832,-0.621296118,4.05E-04
Srrd,136.0068572,-0.181589689,0.423715547
Tpst2,125.7846273,0.309895398,0.191406236
Ulk1,456.6717274,-0.313091191,0.032664351
Pus1,145.5537302,-0.365221909,0.084320927
Ddx51,136.5815272,-0.361907798,0.094937449
Noc4l,267.8090306,-0.727965261,2.52E-05
P2rx2,6.934363271,1.152028279,0.0346753
Pgam5,231.5126309,-0.826043179,2.67E-06
Golga3,13.53167305,-0.297635875,0.493997893
Chfr,77.99806583,0.142906523,0.616188392
Zfp605,24.4333108,-0.850247819,0.0350264
LOC108348121,99.69413817,-1.583054704,3.67E-09
LOC304725,57.87710619,0.554399262,0.060558568
Cntnap5b,123.7622685,-1.181341238,1.09E-06
Epb4.1l5,234.4836679,2.205784441,4.64E-32
Mgat5,399.2981241,-0.387084893,0.009343003
Thsd7b,258.2476524,-1.256400315,9.11E-13
Cntn2,1076.67926,0.469396624,6.39E-05
Nav1,2059.761536,-0.458456594,6.21E-05
Cacna1e,5148.460103,-1.513107534,5.50E-32
Ralgps2,113.5288585,-0.716441582,0.002108759
Rgs7,602.7880377,-1.267114711,7.54E-18
Smyd3,123.0375768,-0.438107565,0.050068427
Ush2a,113.866534,0.450239766,0.043652954
Kcnh1,342.5413284,-0.397901845,0.013846937
RGD1307235,765.6073317,-0.87285256,1.39E-12
Cdh7,41.7848184,-0.879950575,0.00982601
Clasp1,813.9474508,-0.312832234,0.012724263
Ptpn4,241.8602326,0.286201659,0.110261564
Sctr,13.06366698,0.60352674,0.177821416
LOC288978,80.04045838,0.538809164,0.034708905
Htr5b,784.3620265,-1.829439276,6.28E-29
Gpr39,4.46621071,-0.383132688,0.443535678
Tmem163,112.2025027,1.387755352,3.11E-08
Zranb3,93.55714159,-0.237693949,0.337741816
R3hdm1,603.5140123,-0.474896545,4.63E-04
Ubxn4,757.7011343,0.275597089,0.039637626
Tmcc2,404.6522149,0.931642064,1.45E-08
Lrrn2,2641.261815,-1.370924306,1.91E-26
LOC103690089,170.3878867,-0.410658912,0.03609989
Chit1,7.806274614,0.84404517,0.102918425
Ppp1r12b,695.6151447,1.334336506,2.25E-25
Lgr6,57.23091713,-0.225665628,0.440115606
Igfn1,5.830967249,0.071622828,0.893590009
Cacna1s,4.450226782,-0.070800247,0.896451025
Camsap2,1580.803164,-0.568137201,1.72E-07
Crb1,28.3336142,2.268336068,1.29E-07
Trmt1l,213.4039402,-0.5293353,0.003130339
RGD1309104,187.711708,0.647327013,0.002086325
Colgalt2,65.56087318,0.994480499,6.94E-04
Nmnat2,672.8223471,-0.108180499,0.451827205
Dhx9,1465.761409,-0.114824219,0.355171919
Xpr1,368.1364644,0.382014935,0.013304454
Acbd6,273.6202857,-0.312552075,0.080746543
Abl2,406.0013088,-0.661381376,5.75E-06
Rasal2,599.1080472,-0.691830455,1.41E-06
Brinp2,444.2898157,-0.862964496,2.49E-08
Astn1,5205.848454,-0.48069545,6.04E-07
Rfwd2,286.3720622,-0.115719557,0.531316533
Rabgap1l,618.5447558,-0.806571029,1.57E-09
Rc3h1,145.3290133,0.460086405,0.023524069
Vamp4,427.8323512,-0.114066809,0.50271152
Kifap3,3722.983724,-0.929778725,5.12E-22
Ccdc181,333.3219215,0.30185031,0.061357455
Dpt,3.751333563,0.029617939,0.957303134
Tiprl,380.7529957,-0.694961164,3.55E-06
Dcaf6,690.0394995,-0.797054475,4.15E-10
Fam78b,18.97206885,-0.263067858,0.518783804
Rxrg,113.6393427,-0.821217722,4.72E-04
Pbx1,579.1765643,0.10910282,0.480113271
Uap1,47.77477036,-0.169287077,0.58902342
Nos1ap,728.0448537,-1.370628116,3.94E-19
Dusp12,71.33367976,-0.310247327,0.253792883
Dcaf8,614.7780393,-0.250863098,0.069932962
Igsf8,1763.381436,-0.63577837,1.31E-08
Fmn2,547.3102709,0.766819817,2.97E-08
Grem2,41.18612897,0.569369985,0.081506775
Akt3,520.7759872,-0.316146146,0.024342058
Kif26b,168.9020931,0.297436462,0.132895855
Cnst,144.8904259,-0.703126285,8.63E-04
Cnih3,195.7975161,-1.308082868,2.18E-10
LOC690288,4.89914142,-0.441878008,0.377165662
Eif3e,85.94753034,-0.634652126,0.014787355
Enah,774.6774016,1.103831448,9.57E-15
Susd4,298.4219947,-0.093335181,0.626621068
Mark1,334.9353522,-0.137166261,0.422709325
Bpnt1,548.8901433,0.004501126,0.979240721
Lyplal1,47.00790633,-0.373305998,0.232830244
Kcnk2,38.37306344,-0.349682207,0.286296149
Smyd2,296.7389481,-0.571271997,3.42E-04
Rps6kc1,300.6547955,-0.504219087,0.002034659
Hhat,6.746812759,0.230722817,0.644111983
Syt14,153.5755057,-1.022987236,1.30E-06
Lamb3,6.121540208,0.509971828,0.307367859
Plxna2,1139.912401,-1.009954933,2.41E-17
LOC679594,5.916748703,0.141801696,0.785002454
Tsn,548.8506426,-0.084465792,0.587848892
Nifk,323.5158149,-0.331883714,0.047190216
Inhbb,167.7839546,-1.060975357,2.02E-07
Tmem185b,292.7128776,-0.266659214,0.120059469
Tmem177,98.87545716,-0.289654534,0.229507488
C1ql2,23.25461043,0.609397789,0.121420192
Insig2,181.9625029,-0.761202331,2.32E-04
Actr3,3314.478721,-1.031685081,7.51E-22
Slc35f5,220.4489811,-0.442543669,0.012802495
Lypd1,204.3697626,-0.644294787,5.50E-04
RGD1563709,4.827828017,0.158144147,0.761793695
LOC100909664,55.51761151,-0.320510533,0.275998452
Cd55,12.91526055,-0.405098668,0.355127579
Pfkfb2,272.2789469,-0.706684873,1.80E-05
Fcmr,8.118731457,1.69850266,0.003507037
Dyrk3,48.15418688,-1.227653455,3.13E-04
Fam72a,7.546045935,0.573609998,0.244336266
Nucks1,229.312062,-0.233969982,0.216969592
Mfsd4,530.2097635,-1.249711042,4.02E-16
Klhdc8a,19.34570313,0.109622387,0.825407707
Dstyk,574.0848454,-0.217537869,0.123654945
Rbbp5,372.839538,-0.236817845,0.150373575
Atp2b4,396.1518695,-0.816985123,9.38E-08
Etnk2,6.532167908,0.661020036,0.194307995
Ren,3.959957061,0.445051019,0.373961246
Plekha6,145.2531298,-0.414285509,0.049903097
Adora1,517.0359982,-0.150947658,0.310163743
Ppfia4,473.8004754,0.802428879,4.41E-09
Tmem183a,232.6434054,-0.29598632,0.100443119
Cyb5r1,555.9473998,-0.640419865,3.88E-06
Klhl12,353.6713882,-0.606639096,1.12E-04
Kdm5b,1089.842541,-0.469777933,3.66E-05
Syt2,70.5674974,-0.919882489,0.001054762
Ptprv,5.213822957,-0.668238495,0.191967873
Arl8a,1433.109335,-0.0823123,0.517678974
Rnpep,645.6477843,-0.13311113,0.348016719
Timm17a,177.3081065,-0.536426335,0.005360882
Ipo9,1192.213084,-0.013947673,0.925681842
LOC108352537,9.083347151,0.36108017,0.438749747
Tnnt2,5.153079633,-0.017147804,0.975252499
Tmem9,464.0555781,-0.371316606,0.008918157
Ascl5,2.198840887,-0.378651687,0.419469681
Kif21b,998.6177407,-0.098432052,0.46896651
Ddx59,75.60833483,-0.069520074,0.812720284
Lhx9,4.203134634,-0.507092848,0.310980084
RGD1566099,85.49800532,-0.588090721,0.022613281
Glrx2,520.3779582,-0.111637051,0.479396038
Uchl5,229.6096932,-0.621093092,5.04E-04
Rgs2,316.2258188,-0.214434544,0.202802436
Prg4,3.59936581,-0.472832631,0.338401408
Rnf2,639.5200641,-1.10998385,6.59E-18
Edem3,446.6992677,-0.076105122,0.645432398
Tsen15,91.36074902,0.593466751,0.014427905
Arpc5,621.0456847,-1.394143634,1.05E-19
Smg7,477.0482672,-0.490550136,0.003069088
Lamc2,17.19689812,0.414816102,0.310200432
Rgs8,308.1923834,-0.02345809,0.90816656
Zfp648,19.13433745,0.0356373,0.935841567
Stx6,700.7150301,-0.278237489,0.032705422
Qsox1,511.2739005,0.014762424,0.933329848
Mrps14,443.9857383,-0.170568667,0.270939837
Cacybp,1061.658893,-0.104131208,0.452318419
Gpr52,5.323809596,-0.385180994,0.440661281
Klhl20,180.2111315,-0.389230374,0.041209783
Ankrd45,239.734497,-0.7277803,3.45E-05
Mettl13,163.3083102,-0.59835938,0.002792845
Fmo3,3.732543487,0.728239104,0.154084069
Gorab,62.80813776,-0.300169544,0.284989237
Mettl18,38.28584901,-0.26353832,0.426675291
Slc19a2,57.27724517,-0.379114034,0.189809138
Blzf1,123.2383285,-0.01259232,0.963412063
Atp1b1,21660.8559,-1.088103809,1.48E-33
Tbx19,13.86950163,-0.801601551,0.082977656
Gpr161,714.8252557,-1.271231232,7.75E-18
Mpc2,1190.289958,-0.03736005,0.797980889
Ildr2,593.3591088,-0.247395266,0.078071425
Tada1,164.0945505,-0.079648614,0.727140479
Uck2,199.7210771,-0.93583027,1.58E-06
LOC102548111,13.63747476,0.127507866,0.778865397
Mgst3,1473.56552,-0.504981878,1.39E-04
Rgs5,299.7430856,1.939383415,1.89E-29
Rgs4,540.8444785,-1.155378022,1.72E-17
Sh2d1b,5.621518502,1.876200639,9.22E-04
LOC100361087,11.12698854,0.948375025,0.058440094
Sdhc,1129.080711,0.453914407,9.62E-05
Tomm40l,136.1156119,0.009394004,0.971285343
Ndufs2,1637.389274,0.027593079,0.840236305
B4galt3,169.0232435,-0.489181249,0.013180549
Ufc1,399.7932326,-0.118778725,0.473367723
Nit1,627.2728867,-0.632706473,2.34E-06
Pfdn2,334.0660179,-0.561495986,2.58E-04
Klhdc9,22.81439171,-0.436304796,0.261496719
Nectin4,19.94089802,-1.48266768,0.001666637
Usf1,436.3986048,-0.725703524,1.50E-06
Copa,2382.999515,-0.283210772,0.00654643
Pex19,22.88713253,-0.276218931,0.478103754
Atp1a4,276.2951488,1.953619791,2.14E-27
Kcnj9,350.4248638,-1.358576329,6.64E-16
Dusp23,16.4191715,0.545997852,0.203672177
Fcer1a,2.353455683,-0.630283406,0.183724209
Ackr1,4.757502829,0.55751647,0.267865357
Cadm3,4909.701948,-1.094967673,1.35E-19
Fh,726.5156003,0.18123421,0.180772375
Opn3,14.30723819,0.162914357,0.710294926
Chml,36.80157064,0.404664333,0.228609422
Cep170,223.4371175,-0.45253879,0.011981307
Zfp238,2998.586421,-1.4647278,1.16E-27
Adss,577.3441979,-0.187015374,0.198281772
Hnrnpu,3783.638529,-0.13229605,0.248117452
Tfb2m,44.81863514,-0.341262959,0.277451944
Stum,1559.43397,-0.771534265,1.00E-08
Sde2,236.8564175,-0.213772973,0.25521694
Pycr2,339.7215286,-0.089127898,0.612413208
Nvl,67.4918126,-0.597401814,0.030519898
Srp9,392.1163602,-0.282783786,0.061609415
Fbxo28,296.8057607,-4.68E-05,0.999739886
Tp53bp2,786.6095829,1.825318278,1.58E-46
Brox,677.4197892,0.126578887,0.366573072
Taf1a,81.27248096,-0.789498157,0.00278826
Marc1,3.297394846,0.694460111,0.164411851
RGD1310587,29.20604021,1.51705149,2.58E-04
Iars2,696.0181096,0.219008664,0.104607294
Rrp15,88.63168186,-0.651640863,0.01000856
Kctd3,528.3695262,-0.67217443,1.01E-06
Angel2,248.8925736,0.271030408,0.133490299
LOC108348225,16.38171353,-0.183054246,0.67169171
Flvcr1,39.68380306,-0.33740463,0.29827599
LOC498316,3.707760069,0.942805479,0.062594408
Tatdn3,50.37341488,-0.124837769,0.703602255
Tmem206,185.8962153,0.150905098,0.455964333
Ints7,217.2116779,-0.078454931,0.707041278
Lpgat1,166.2425565,-0.627194355,0.002414316
Rcor3,85.30567993,-0.16062759,0.552476506
Sertad4,112.1497023,-1.180145256,3.64E-06
Diexf,129.483991,-0.451756133,0.036155542
LOC100125367,23.2897203,0.15035606,0.705353989
G0s2,78.03811866,2.141872274,7.31E-14
Camk1g,244.1707134,0.230945535,0.199749404
Cd34,228.5101075,-0.73266859,3.22E-05
LOC108348046,155.465047,-0.248841585,0.229451576
Tmem175,367.627045,-0.234150696,0.146282402
Rpap2,203.3690994,-0.222064699,0.246128241
Zfp644,671.5847099,-0.8088958,1.77E-10
Cds1,437.7305379,-0.732150351,7.52E-07
Helq,66.96393092,-0.570695046,0.043061828
Rasgef1b,278.6415478,-0.466469283,0.004437328
Fras1,1199.50495,-1.667472389,1.78E-33
Adamts3,744.9308285,-1.605339835,1.19E-26
Gsx2,275.3148896,-0.766906517,0.120556664
Usp46,622.0970822,-0.573878001,1.02E-05
Gabrb1,1793.93067,-0.361759546,7.11E-04
Nwd2,371.7364855,-1.343394885,1.08E-15
Kcnip4,633.1738676,-1.747857504,1.08E-35
Wfs1,16281.9764,-1.565191,1.41E-08
Zfyve28,188.848004,-1.082948154,1.38E-07
Urgcp,447.5156853,-0.403578916,0.006352804
LOC501396,17.93526153,-0.964532026,0.039927812
Ehbp1,326.9685513,-0.375709833,0.018108396
Erlec1,534.1030079,-0.224466918,0.11482348
Rnf212,4.893211816,0.45842067,0.360235202
Lrrc8d,392.3024208,-0.26607397,0.088527621
Klhl8,343.9289108,-1.048758936,4.94E-11
Mapk10,1475.303423,-1.047878833,1.91E-19
Cops4,594.8973533,-0.264625176,0.050382367
Tmem150c,796.1310864,-1.534667873,9.72E-28
Hnrnpd,681.5257646,-0.335213546,0.010547172
Sept11,1358.529113,0.347523679,0.003019838
Art3,22.37815915,-0.321783819,0.400042138
Uso1,1248.834111,-0.253583839,0.028644974
Cdkl2,304.5194921,-0.480105288,0.002880916
Rassf6,2.138110222,-0.002441715,0.996331684
Ankrd17,1550.015429,-0.376313184,5.44E-04
Rufy3,1626.965958,-0.28369913,0.010623019
Epha5,2031.081169,-0.94188722,4.22E-19
Adgrl3,2049.421154,-0.459422748,3.79E-05
RGD1311575,816.7781718,0.127926716,0.350443965
Clock,214.9105344,-0.315025421,0.086082658
Kit,2639.352643,-1.330956055,1.15E-28
Fip1l1,262.2972358,0.362694478,0.030932956
Scfd2,294.136056,-0.277345197,0.094037613
Dcun1d4,332.5020373,-0.652837389,3.82E-05
Gabra4,592.3069946,-1.283291036,7.98E-19
Gabra2,3217.518687,-0.359668879,3.68E-04
Grxcr1,18.25772077,0.813320627,0.060606001
Slc30a9,621.6670173,-0.08152631,0.587168474
Apbb2,270.3764044,-0.447982047,0.007693286
Ube2k,845.8419474,-0.614235527,3.97E-07
Arap2,616.6437247,0.046327632,0.784792353
Pcdh7,926.8080415,-0.19930704,0.119172137
Stim2,725.2658211,-1.397642675,6.64E-24
Tbc1d19,304.8639719,-0.338636266,0.050742656
Ccdc149,207.0915919,-0.683294327,1.74E-04
Ppargc1a,236.2352836,0.492182796,0.00523913
Fam184b,70.05927132,-0.79848837,0.004445195
Ldb2,489.5757376,-1.577389317,2.48E-19
Tapt1,254.737027,0.118180763,0.536186407
Rab28,199.478213,-0.099851123,0.631845425
Stx18,225.48763,-0.46405144,0.008947743
LOC102553825,12.29169427,-0.749965622,0.138418458
Jakmip1,418.9256683,-0.715196401,1.82E-06
LOC680039,611.9752119,-0.4257169,0.001113456
Ablim2,485.9895728,-0.532520595,1.84E-04
Add1,3580.293045,0.123920403,0.258894007
Fam193a,194.529891,-0.018199823,0.937427544
Poln,5.437957471,-0.459619216,0.357277974
Whsc1,260.4756139,-0.237210278,0.174528084
Prr14l,506.1696933,-0.47281324,5.78E-04
Limk2,285.6484612,1.192719899,1.63E-12
Osbp2,637.6590614,-0.658028072,3.47E-07
RGD1308775,4.437665801,0.054847733,0.920606743
Sf3a1,636.7453774,-0.23918639,0.087511645
Mtmr3,777.0456435,-0.266502329,0.034511033
Nf2,512.2085777,1.136211935,7.01E-15
Ankrd36,11.85751157,-0.383112929,0.391428481
Pold2,106.2759229,-0.077052394,0.768626057
Camk2b,9418.948346,-1.132240416,9.98E-23
Adcy1,731.0900695,0.786336467,6.79E-09
Zpbp,4.942775161,-0.141551703,0.786901315
Cobl,150.2492949,-0.619220696,0.002567192
Commd1,276.0025737,-0.127102244,0.49720481
Ahsa2,82.84894726,-0.713728314,0.005506787
Bcl11a,1110.592063,-1.468360839,2.93E-24
Ccdc85a,19.84845056,0.300894724,0.444237928
Cfap36,650.3380753,-0.396118446,0.002753656
Rtn4,8815.097016,-0.741327444,3.60E-15
Acyp2,439.4125711,-0.257898181,0.088279817
LOC102554605,43.13427546,0.1419079,0.666477802
Ppp2r3b,52.29416639,-0.702957606,0.026647299
Slc26a1,69.57202753,0.653483165,0.019790092
Dgkq,226.7320328,-0.463761987,0.008209914
Gak,856.8363294,-0.538067975,8.28E-06
Atp5i,828.146257,0.140424272,0.312325643
LOC103693711,11.68998179,-1.238255706,0.018085324
Fam69a,262.0106744,-0.484630008,0.004277881
Ube2d4,24.44560852,-0.041321938,0.921485578
Glmn,80.63275344,-0.194921974,0.460511634
Ephx4,85.01355015,-1.607771783,8.41E-09
Cdc7,58.98152456,-0.474766628,0.094060636
Zfp326,224.3843028,-0.159189533,0.402662737
Lrrc8b,561.5998992,-0.75566192,1.58E-07
LOC100366030,6.89229255,0.357541306,0.463807284
LOC108348123,5.388647117,-0.810406519,0.121264775
LOC679894,47.78243296,-0.186604807,0.552252703
Mepe,60.29188259,1.95557259,4.30E-10
Ibsp,2.864947502,-0.105472846,0.842535223
Nudt9,393.5498584,-0.374933142,0.012322397
Hsd17b13,5.583545895,-0.569642923,0.258134938
Nkx6-1,98.36530665,1.636909818,0.002361352
Mrps18c,197.7749752,0.020689364,0.928389462
Coq2,322.9074312,-0.760831104,2.15E-06
Lin54,101.1135586,0.026501917,0.931175606
Enoph1,664.2223101,-0.501454903,8.98E-05
Hnrnpdl,921.3338277,-0.46220838,2.40E-04
LOC102557303,4.134014179,-0.364971761,0.46716083
Prkg2,21.21458798,0.656691029,0.122317588
Bmp3,127.7464668,-1.252618886,1.50E-07
Prdm8,161.2405864,-0.369546785,0.089158922
Paqr3,311.8094309,-0.481007029,0.004586105
Mrpl1,11.34394808,-0.277670643,0.536674904
Ccni,323.02062,0.693437892,1.40E-05
Sowahb,7.75520959,-0.468224159,0.336325383
Ccdc158,11.92679084,0.290918609,0.515995822
Ppef2,4.058296823,0.354763232,0.480055769
G3bp2,1526.12073,-0.381790333,5.14E-04
LOC100911949,3.166493152,-0.272314616,0.586958852
Rchy1,231.7524116,-0.183843856,0.324347958
Epgn,28.89614013,-1.03198417,0.011845192
LOC360919,5.282313012,0.552633137,0.271293354
Alb,14.67935761,1.219854647,0.013803427
Cox18,111.7762728,-0.676963622,0.005821565
Dck,297.9968603,-0.388640211,0.01796304
Grsf1,880.8622029,-0.380729326,0.001493257
Utp3,214.5862639,-0.426336598,0.017768229
Ythdc1,435.1824619,-0.224255367,0.140309654
Uba6,385.3957311,0.361832412,0.015309234
Cenpc,209.8133807,-0.189657354,0.321974859
LOC100912428,2.728931461,-0.72621124,0.118379268
LOC100912459,741.4147779,-1.063544434,4.04E-12
Noa1,166.5395632,-0.452194828,0.024022493
Srp72,15.90304196,0.015589697,0.974705516
Aasdh,67.39460292,-0.193112669,0.491164788
Exoc1,586.3153938,-0.459037668,5.35E-04
Nmu,2.288541178,0.412437624,0.380701702
Pdcl2,10.56229442,-0.688465804,0.153594291
Rasl11b,525.2335499,-1.785081655,1.17E-23
LOC100363494,6.376824948,-0.711765065,0.167645954
Sgcb,901.6801928,-0.067295403,0.641979536
Ociad2,485.6901405,-1.463649492,3.28E-17
Ociad1,3039.396156,-0.451507127,5.68E-06
Zar1,3.380214114,-0.188517701,0.711916413
Slc10a4,72.6892477,2.152777124,1.36E-13
Commd8,264.7372059,0.397385916,0.018000338
Shisa3,12.12407389,0.107449414,0.819222967
Tmem33,1474.339047,0.099761584,0.421936602
Uchl1,9248.456819,-1.193476551,5.07E-31
Nsun7,35.87566442,-1.571051365,9.86E-05
Lias,235.992423,0.08135748,0.692170563
Pgm2,124.2231901,1.248739332,2.15E-07
LOC108352829,27.28633613,-0.477105048,0.332284733
Cox7a2l2,4.558633981,0.329831046,0.511458479
Anapc4,557.3310592,-0.528460183,7.61E-05
Zcchc4,22.19926644,-0.1591971,0.689052703
Lgi2,254.4280163,0.894979766,3.83E-07
Dhx15,609.3588268,-0.13134652,0.378801985
Gnpda2,179.6972868,0.490227721,0.013054113
Pacrgl,38.12918965,-0.745962144,0.031609123
Med28,162.1582473,-0.446341794,0.023948452
Fbxl5,742.6115996,-0.27312301,0.032734671
Rab5al1,653.7550426,-0.16594827,0.242814541
Bod1l1,695.5152435,-0.525189978,2.99E-05
Hs3st1,307.1193159,-0.121492113,0.493997893
Zfp518b,125.3473347,0.092505995,0.705397063
Drd5,53.0180684,-1.463938293,1.38E-05
Tmem128,215.8115055,0.121304549,0.544610762
Lyar,70.93986061,0.184885044,0.504247537
Nsg1,1634.8958,-1.031215302,6.66E-21
Crmp1,2313.077558,-0.958463373,2.32E-17
Ppp2r2c,1051.568109,0.76585703,2.32E-11
LOC103693768,24.71724038,0.434198825,0.248734362
Mrfap1,2478.389674,-0.640564252,1.20E-10
Bloc1s4,146.1196905,-0.767687961,5.36E-04
Ccdc96,29.77704104,-0.410064575,0.245743592
Tada2b,216.7991778,-0.246573922,0.184913154
Grpel1,519.5247206,-0.523653926,4.14E-04
Adra2c,97.73163164,-0.230152889,0.372145374
Lrpap1,1748.160234,-0.55625038,1.22E-07
Dok7,56.9216336,-0.442876492,0.123255907
LOC108352834,4.280637943,0.782405155,0.131250325
Msantd1,30.37184816,-0.998060476,0.009641843
Nop14,173.1391872,-0.075417578,0.735236245
Rnf4,317.526237,-0.326866855,0.050107295
Haus3,117.7710804,0.03055144,0.91038883
Nat8l,1573.194107,-0.109965179,0.394358417
RGD1560394,270.7980408,-0.417386434,0.015314088
Nelfa,267.3481356,-0.690221023,6.81E-05
Letm1,1097.141294,-0.229411612,0.061483684
Maea,713.8387831,-0.586051449,2.91E-06
Ctbp1,1363.331383,0.207574776,0.072709703
Ywhah,8505.965618,-1.293103139,7.19E-40
Eif4enif1,198.8293238,-0.792941091,2.00E-05
Drg1,554.7016887,-0.326790744,0.020391866
Pla2g3,11.9222066,2.010375461,3.10E-04
Inpp5j,478.9636203,-0.885204097,3.46E-09
Selm,711.1137001,-0.776687506,1.01E-08
Morc2,232.5480208,-0.139738319,0.461290708
Dusp18,136.4053959,0.914896126,2.22E-05
Slc35e4,314.276106,0.452109936,0.004380379
Mtfp1,102.846287,-0.833336743,5.17E-04
Sec14l2,811.4342286,0.367461565,0.002563631
Rnf215,164.8957057,0.530140517,0.006531909
Ccdc157,66.59811721,0.111292876,0.706783129
Tbc1d10a,236.4731874,-0.454961093,0.012448787
Uqcr10,1279.433827,-0.1577594,0.208494342
Zmat5,100.6876445,0.233266254,0.330449219
Nipsnap1,805.6537981,-0.794399049,2.87E-10
Thoc5,471.6762765,-0.560448055,1.19E-04
Nefh,775.2068977,-1.029609506,5.33E-17
Gas2l1,155.6807307,0.494962662,0.012716238
Rasl10a,23.12647232,-1.12008546,0.010797155
Rhbdd3,84.51588222,0.255426676,0.316150329
Mrps24,280.1505425,-0.515186351,0.001766506
Ykt6,625.434121,0.012731092,0.940196892
Nudcd3,475.0849466,-0.484962621,0.001302925
Ddx56,216.0154886,0.180037287,0.356894834
Tmed4,252.5487399,-0.178348989,0.331808078
Ogdh,1252.022705,0.107521249,0.394886123
Ppia,267.3085168,-0.066368216,0.738055701
Purb,1138.50901,0.081481582,0.545796527
Ccm2,159.3794858,0.560414262,0.004305937
Nacad,381.529389,-0.026265835,0.888724007
Tbrg4,207.5962707,-0.371888519,0.042309446
Igfbp3,54.78030666,-0.241315909,0.415821823
LOC685655,5.437576735,-0.01281496,0.981112194
Grb10,239.5553117,0.343995515,0.048474085
Sec61g,20.54294967,-1.184261708,0.010967456
Cnrip1,442.6805981,-1.124975367,6.68E-15
Ppp3r1,3223.445098,-1.351665577,1.28E-32
Pno1,222.0116231,-0.323232387,0.100447638
Wdr92,74.64200982,-0.383021477,0.145320113
C1d,35.33575388,-0.660207054,0.057796026
Spred2,241.7995237,-0.714205962,4.64E-05
Actr2,3736.510847,-0.673055026,3.35E-11
Rab1a,1221.642975,-0.056537777,0.683319692
Cep68,251.6791759,-0.171157058,0.368698629
Aftph,537.8738665,-0.79955498,2.90E-08
Lgalsl,292.2977496,-0.175704125,0.307996891
LOC108352836,7.05642232,-0.079295154,0.879711759
Ugp2,936.4700923,0.65803965,5.15E-07
Mdh1,8570.053989,-0.513945625,2.44E-08
Tmem17,109.8986713,-0.548772111,0.024272992
Zrsr1,185.5680251,-0.485067224,0.010063711
Cct4,1813.68866,-0.041631993,0.75023025
Xpo1,1036.32083,-0.101023363,0.457957185
RGD1305110,278.5150393,-0.372270222,0.026399289
